       1      1.542953e-08      3.044380e-03      0.000000e+00      0.000000e+00      0.000000e+00      5.962784e-09      1.333966e-10      1.089431e-08      2.880061e-14      7.145056e-09      2.102327e-12      1.010160e-08      8.678938e-10      9.098134e-08      1.089107e-08      1.629979e-07      3.713141e-08      9.928826e-08      4.806383e-09      8.054892e-07      6.228080e-10      2.787905e-07      4.546527e-09      6.401459e-07      6.635375e-08      5.054952e-06      2.336918e-05      9.929157e-01      2.519449e-03      1.484387e-03
       2      1.819415e-08      3.063475e-03      0.000000e+00      0.000000e+00      0.000000e+00      5.101060e-09      1.346837e-10      1.136252e-08      3.472759e-14      7.411624e-09      2.960238e-12      1.031964e-08      1.162675e-09      9.384061e-08      1.302695e-08      1.578623e-07      4.245587e-08      9.461593e-08      6.015047e-09      8.048638e-07      6.199591e-10      2.808052e-07      5.646330e-09      6.451228e-07      7.629742e-08      5.016425e-06      2.306023e-05      9.929653e-01      2.493043e-03      1.442460e-03
       3      2.113421e-08      3.096918e-03      0.000000e+00      0.000000e+00      0.000000e+00      4.425876e-09      1.343822e-10      1.185534e-08      4.140153e-14      7.764507e-09      4.156421e-12      1.064121e-08      1.574565e-09      9.759909e-08      1.537862e-08      1.534231e-07      4.738695e-08      9.019599e-08      7.610140e-09      8.139796e-07      6.229764e-10      2.851089e-07      7.171078e-09      6.555744e-07      9.084803e-08      4.918929e-06      2.297828e-05      9.930250e-01      2.466971e-03      1.375858e-03
       4      2.411551e-08      3.143995e-03      0.000000e+00      0.000000e+00      0.000000e+00      3.933706e-09      1.343648e-10      1.240199e-08      4.837106e-14      8.200072e-09      5.616842e-12      1.105502e-08      2.077251e-09      1.017314e-07      1.757458e-08      1.504682e-07      5.143386e-08      8.724746e-08      9.412267e-09      8.337361e-07      6.356170e-10      2.920933e-07      9.000255e-09      6.620349e-07      1.080326e-07      4.844148e-06      2.297066e-05      9.930679e-01      2.447453e-03      1.305832e-03
       5      2.666156e-08      3.217888e-03      0.000000e+00      0.000000e+00      0.000000e+00      3.698634e-09      1.369257e-10      1.304747e-08      5.523229e-14      8.800297e-09      7.221993e-12      1.174703e-08      2.684592e-09      1.078123e-07      1.992028e-08      1.514380e-07      5.587708e-08      8.620488e-08      1.167160e-08      8.715993e-07      6.638471e-10      3.038204e-07      1.138397e-08      6.803082e-07      1.297806e-07      4.731951e-06      2.297371e-05      9.930593e-01      2.443522e-03      1.244965e-03
       6      2.862934e-08      3.347334e-03      0.000000e+00      0.000000e+00      0.000000e+00      3.771347e-09      1.455547e-10      1.411153e-08      6.267116e-14      9.744308e-09      8.809608e-12      1.302054e-08      3.448553e-09      1.194956e-07      2.318552e-08      1.602234e-07      6.248645e-08      8.866829e-08      1.492412e-08      9.482896e-07      7.280304e-10      3.293136e-07      1.487385e-08      7.258841e-07      1.614067e-07      4.586326e-06      2.296858e-05      9.929525e-01      2.465991e-03      1.200295e-03
       7      3.144711e-08      3.557809e-03      0.000000e+00      0.000000e+00      0.000000e+00      3.988834e-09      1.621716e-10      1.605261e-08      7.633185e-14      1.132564e-08      1.099933e-11      1.516690e-08      4.460592e-09      1.408977e-07      2.826099e-08      1.819593e-07      7.408948e-08      9.659366e-08      2.003040e-08      1.087745e-06      8.548228e-10      3.766340e-07      2.047208e-08      8.168535e-07      2.110268e-07      4.450377e-06      2.297711e-05      9.926958e-01      2.533849e-03      1.178649e-03
       8      3.547168e-08      3.886017e-03      0.000000e+00      0.000000e+00      0.000000e+00      4.410438e-09      1.909669e-10      1.948041e-08      1.015828e-13      1.404950e-08      1.446626e-11      1.878886e-08      5.915612e-09      1.794973e-07      3.682740e-08      2.256968e-07      9.500331e-08      1.128359e-07      2.872071e-08      1.336730e-06      1.091665e-09      4.598216e-07      3.021394e-08      9.833563e-07      2.977425e-07      4.418437e-06      2.300881e-05      9.922307e-01      2.662174e-03      1.186677e-03
       9      4.020854e-08      4.330109e-03      0.000000e+00      0.000000e+00      0.000000e+00      5.126442e-09      2.342863e-10      2.467830e-08      1.416896e-13      1.824528e-08      1.964232e-11      2.433907e-08      7.971283e-09      2.405506e-07      5.008907e-08      2.983078e-07      1.283187e-07      1.405294e-07      4.287889e-08      1.727470e-06      1.488298e-09      5.877340e-07      4.580431e-08      1.238583e-06      4.402691e-07      4.676192e-06      2.310242e-05      9.915770e-01      2.843450e-03      1.213593e-03
      10      4.495155e-08      4.823073e-03      0.000000e+00      0.000000e+00      0.000000e+00      6.052792e-09      2.877180e-10      3.105752e-08      1.931816e-13      2.355097e-08      2.633171e-11      3.138683e-08      1.059394e-08      3.185371e-07      6.673702e-08      3.970032e-07      1.731906e-07      1.773542e-07      6.266978e-08      2.228139e-06      2.029054e-09      7.454808e-07      6.741036e-08      1.551902e-06      6.351036e-07      5.275361e-06      2.327495e-05      9.908747e-01      3.029679e-03      1.234418e-03
      11      5.107943e-08      5.305111e-03      0.000000e+00      0.000000e+00      0.000000e+00      6.782301e-09      3.433828e-10      3.791585e-08      2.583959e-13      2.942266e-08      3.567020e-11      3.899677e-08      1.377270e-08      4.025456e-07      8.488522e-08      5.082675e-07      2.249616e-07      2.196311e-07      8.707519e-08      2.787060e-06      2.670033e-09      9.137338e-07      9.328602e-08      1.878813e-06      8.630003e-07      6.101494e-06      2.351296e-05      9.902357e-01      3.185340e-03      1.233158e-03
